File,Total Genes,Annotated,Predominant GO Biological Process,Predominant Gene Function,Physiological Summary
rank_65_comp53_top100.csv,100,22,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], mRNA processing [GO:0006397]","Heat shock protein HSP 90-beta, Early growth response protein 1, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_65_comp54_top100.csv,100,25,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], antibacterial humoral response [GO:0019731]","Lactotransferrin, Ovochymase-1, Glutamate carboxypeptidase 2",Genes involved in development and differentiation and intracellular transport
rank_65_comp55_top100.csv,100,30,"mRNA processing [GO:0006397], proteolysis [GO:0006508], response to lipopolysaccharide [GO:0032496]","RNA-binding protein 24, A disintegrin and metalloproteinase with thrombospondin motifs 18, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp56_top100.csv,100,29,"positive regulation of transcription by RNA polymerase II [GO:0045944], positive regulation of gene expression [GO:0010628], ossification [GO:0001503]","Lactotransferrin, Heat shock protein HSP 90-beta, Early growth response protein 1",Genes involved in development and differentiation and signal transduction
rank_65_comp57.csv,1,1,"cell division [GO:0051301], endosome to lysosome transport [GO:0008333], Golgi to plasma membrane protein transport [GO:0043001]",Kinesin-like protein KIF13A,Genes involved in intracellular transport and cell division and proliferation
rank_65_comp57_top100.csv,100,29,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], positive regulation of DNA-templated transcription [GO:0045893]","Lactotransferrin, Early growth response protein 1, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_65_comp58_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], mRNA processing [GO:0006397]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp59_top100.csv,100,31,"proteolysis [GO:0006508], positive regulation of osteoblast differentiation [GO:0045669], extracellular matrix organization [GO:0030198]","Lactotransferrin, Glutamate carboxypeptidase 2, Ovochymase-1",Genes involved in signal transduction and development and differentiation
rank_65_comp5_top100.csv,100,28,"proteolysis [GO:0006508], mRNA processing [GO:0006397], positive regulation of transcription by RNA polymerase II [GO:0045944]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp6.csv,1,1,"intracellular signal transduction [GO:0035556], protein phosphorylation [GO:0006468], sperm capacitation [GO:0048240]",Testis-specific serine/threonine-protein kinase 3,Genes involved in signal transduction and development and differentiation
rank_65_comp60.csv,2,0,N/A,N/A,Unannotated genes
rank_65_comp60_top100.csv,100,20,"proteolysis [GO:0006508], mRNA processing [GO:0006397], positive regulation of transcription by RNA polymerase II [GO:0045944]","Ovochymase-1, Heat shock protein HSP 90-beta, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_65_comp61_top100.csv,100,28,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], positive regulation of osteoblast differentiation [GO:0045669]","Lactotransferrin, Ovochymase-1, A disintegrin and metalloproteinase with thrombospondin motifs 18",Genes involved in development and differentiation and signal transduction
rank_65_comp62_top100.csv,100,29,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], Wnt signaling pathway [GO:0016055]","Glutamate carboxypeptidase 2, Uromodulin [Cleaved into: Uromodulin, secreted form], Fermitin family homolog 2",Genes involved in development and differentiation and signal transduction
rank_65_comp63.csv,3,3,"catecholamine metabolic process [GO:0006584], cell-matrix adhesion [GO:0007160], cortical microtubule organization [GO:0043622]","Amine oxidase [flavin-containing] A, Liprin-alpha-1, Nuclear factor 1 C-type",Genes involved in gene expression regulation and metabolic processes
rank_65_comp63_top100.csv,100,31,"proteolysis [GO:0006508], Wnt signaling pathway [GO:0016055], ossification [GO:0001503]","Lactotransferrin, Apolipoprotein B-100, Glutamate carboxypeptidase 2",Genes involved in development and differentiation and signal transduction
rank_65_comp64_top100.csv,100,31,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp65_top100.csv,100,28,"proteolysis [GO:0006508], cellular response to heat [GO:0034605], protein folding [GO:0006457]","Ovochymase-1, Lactotransferrin, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp6_top100.csv,100,30,"proteolysis [GO:0006508], Wnt signaling pathway [GO:0016055], positive regulation of osteoblast differentiation [GO:0045669]","Lactotransferrin, Growth/differentiation factor 11, Ovochymase-1",Genes involved in development and differentiation and signal transduction
rank_65_comp7_top100.csv,100,33,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357]","Lactotransferrin, Heat shock factor protein 1, Early growth response protein 1",Genes involved in development and differentiation and signal transduction
rank_65_comp8_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], mRNA processing [GO:0006397]","Ovochymase-1, Lactotransferrin, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_65_comp9_top100.csv,100,33,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_75_comp10.csv,1,0,N/A,N/A,Unannotated genes
rank_75_comp10_top100.csv,100,25,"positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357], proteolysis [GO:0006508]","Dynamin-1-like protein, Early growth response protein 1, Glutamate carboxypeptidase 2",Genes involved in development and differentiation and gene expression regulation
rank_75_comp11.csv,2,1,"blood circulation [GO:0008015], defense response to bacterium [GO:0042742], immune system process [GO:0002376]",E3 ubiquitin-protein ligase rnf213-alpha,Genes involved in protein processing and degradation and immune and defense responses
rank_75_comp11_top100.csv,100,21,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cellular response to heat [GO:0034605]","Ovochymase-1, Heat shock protein HSP 90-beta, Heat shock factor protein 1",Genes involved in protein processing and degradation and development and differentiation
rank_75_comp12_top100.csv,100,26,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], negative regulation of transcription by RNA polymerase II [GO:0000122]","Gamma-aminobutyric acid receptor subunit beta-2, Early growth response protein 1, Stearoyl-CoA desaturase 5",Genes involved in development and differentiation and signal transduction
rank_75_comp13.csv,2,0,N/A,N/A,Unannotated genes
rank_75_comp13_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cell differentiation [GO:0030154]","Ovochymase-1, Lactotransferrin, Ribosomal protein S6 kinase alpha-3",Genes involved in development and differentiation and signal transduction
rank_75_comp14_top100.csv,100,27,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], innate immune response [GO:0045087]","Lactotransferrin, Gamma-aminobutyric acid receptor subunit beta-2, Ovochymase-1",Genes involved in signal transduction and development and differentiation
rank_75_comp15_top100.csv,100,31,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Ovochymase-1, Heat shock protein HSP 90-beta, Lactotransferrin",Genes involved in signal transduction and development and differentiation
rank_75_comp16_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cellular response to heat [GO:0034605]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, E3 ubiquitin-protein ligase rnf213-alpha",Genes involved in development and differentiation and signal transduction
rank_75_comp17_top100.csv,100,26,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], negative regulation of apoptotic process [GO:0043066]","Lactotransferrin, Ovochymase-1, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and signal transduction
rank_75_comp18_top100.csv,100,38,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], positive regulation of transcription by RNA polymerase II [GO:0045944]","Lactotransferrin, Ovochymase-1, Ribosomal protein S6 kinase alpha-3",Genes involved in development and differentiation and signal transduction
rank_75_comp19_top100.csv,100,26,"proteolysis [GO:0006508], negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435], protein stabilization [GO:0050821]","Gamma-aminobutyric acid receptor subunit beta-2, Ovochymase-1, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and signal transduction
rank_75_comp1_top100.csv,100,23,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], positive regulation of DNA-templated transcription [GO:0045893]","Ovochymase-1, Ribosomal protein S6 kinase alpha-3, Early growth response protein 1",Genes involved in development and differentiation and gene expression regulation
rank_75_comp20_top100.csv,100,28,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], antibacterial humoral response [GO:0019731]","Lactotransferrin, Ovochymase-1, Glutamate carboxypeptidase 2",Genes involved in development and differentiation and signal transduction
rank_75_comp21.csv,27,7,"cell division [GO:0051301], positive regulation of intracellular protein transport [GO:0090316], cellular response to heat [GO:0034605]","Nucleoprotein TPR, Condensin complex subunit 3, Arylsulfatase B",Genes involved in intracellular transport and cell division and proliferation
rank_75_comp21_top100.csv,100,25,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], negative regulation of apoptotic process [GO:0043066]","Ovochymase-1, Lactotransferrin, Gamma-aminobutyric acid receptor subunit beta-2",Genes involved in development and differentiation and signal transduction
rank_75_comp22_top100.csv,100,28,"positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357], proteolysis [GO:0006508]","Ovochymase-1, Early growth response protein 1, Heat shock factor protein 1",Genes involved in development and differentiation and gene expression regulation
rank_75_comp23.csv,1,1,"DNA geometric change [GO:0032392], DNA recombination [GO:0006310], innate immune response [GO:0045087]",High mobility group protein B3,Genes primarily involved in immune and defense responses
rank_75_comp23_top100.csv,100,27,"proteolysis [GO:0006508], negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435], protein stabilization [GO:0050821]","Ovochymase-1, Ribosome biogenesis protein NOP53, Heat shock protein HSP 90-beta",Genes involved in intracellular transport and development and differentiation
rank_75_comp24.csv,2,0,N/A,N/A,Unannotated genes
rank_75_comp24_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Ovochymase-1, Lactotransferrin, Heat shock protein HSP 90-beta",Genes involved in signal transduction and development and differentiation
rank_75_comp25_top100.csv,100,25,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], ossification [GO:0001503]","Ovochymase-1, Lactotransferrin, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and signal transduction
rank_75_comp26_top100.csv,100,28,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], regulation of transcription by RNA polymerase II [GO:0006357]","Ovochymase-1, Lactotransferrin, Gamma-aminobutyric acid receptor subunit beta-2",Genes involved in development and differentiation and signal transduction
rank_75_comp27_top100.csv,100,24,"proteolysis [GO:0006508], antibacterial humoral response [GO:0019731], antifungal humoral response [GO:0019732]","Lactotransferrin, Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2",Genes involved in development and differentiation and protein processing and degradation
rank_75_comp28_top100.csv,100,30,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], positive regulation of osteoblast differentiation [GO:0045669]","Lactotransferrin, Early growth response protein 1, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp29_top100.csv,100,29,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], negative regulation of transcription by RNA polymerase II [GO:0000122]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Heat shock protein HSP 90-beta",Genes involved in signal transduction and development and differentiation
rank_75_comp2_top100.csv,100,29,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], negative regulation of apoptotic process [GO:0043066]","Ovochymase-1, Lactotransferrin, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in intracellular transport and metabolic processes
rank_75_comp30.csv,1,0,N/A,N/A,Unannotated genes
rank_75_comp30_top100.csv,100,25,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], ossification [GO:0001503]","Lactotransferrin, Transcription factor ETV6, Dynamin-1-like protein",Genes involved in development and differentiation and gene expression regulation
rank_75_comp31_top100.csv,100,29,"proteolysis [GO:0006508], negative regulation of transcription by RNA polymerase II [GO:0000122], positive regulation of transcription by RNA polymerase II [GO:0045944]","Ovochymase-1, Lactotransferrin, Heat shock protein HSP 90-beta",Genes involved in signal transduction and development and differentiation
rank_75_comp32_top100.csv,100,30,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Early growth response protein 1",Genes involved in development and differentiation and gene expression regulation
rank_75_comp33_top100.csv,100,28,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Lactotransferrin",Genes involved in signal transduction and development and differentiation
rank_75_comp34_top100.csv,100,32,"proteolysis [GO:0006508], adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189], cell surface receptor signaling pathway [GO:0007166]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Chitin synthase chs-2",Genes involved in development and differentiation and signal transduction
rank_75_comp35_top100.csv,100,27,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], positive regulation of transcription by RNA polymerase II [GO:0045944]","Lactotransferrin, Ribosomal protein S6 kinase alpha-3, ETS domain-containing protein Elk-3",Genes involved in development and differentiation and signal transduction
rank_75_comp36_top100.csv,100,28,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], positive regulation of transcription by RNA polymerase II [GO:0045944]","Ovochymase-1, Dynamin-1-like protein, G-protein coupled receptor 157",Genes involved in development and differentiation and signal transduction
rank_75_comp37_top100.csv,100,24,"positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066], proteolysis [GO:0006508]","Lactotransferrin, Carbonic anhydrase 2, Polyadenylate-binding protein 1A",Genes involved in development and differentiation and signal transduction
rank_75_comp38_top100.csv,100,22,"proteolysis [GO:0006508], innate immune response [GO:0045087], negative regulation of gene expression [GO:0010629]","Gamma-aminobutyric acid receptor subunit beta-2, Protein mono-ADP-ribosyltransferase PARP14, ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase",Genes involved in signal transduction and metabolic processes
rank_75_comp39_top100.csv,100,24,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], positive regulation of DNA-templated transcription [GO:0045893]","Ovochymase-1, Early growth response protein 1, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and signal transduction
rank_75_comp3_top100.csv,100,28,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Ribosomal protein S6 kinase alpha-3, Partitioning defective 3 homolog, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and signal transduction
rank_75_comp40.csv,3,1,"cytoplasmic translation [GO:0002181], maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463], translation at postsynapse [GO:0140242]",Large ribosomal subunit protein uL29,Genes involved in cytoplasmic translation
rank_75_comp40_top100.csv,100,26,"regulation of cell cycle [GO:0051726], negative regulation of transcription by RNA polymerase II [GO:0000122], positive regulation of transcription by RNA polymerase II [GO:0045944]","Early growth response protein 1, Heat shock protein HSP 90-beta, Lactotransferrin",Genes involved in development and differentiation and signal transduction
rank_75_comp41_top100.csv,100,28,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Transcription factor ETV6, Polyadenylate-binding protein 1A, Lactotransferrin",Genes involved in development and differentiation and signal transduction
rank_75_comp42.csv,1,1,"cell division [GO:0051301], central nervous system development [GO:0007417], mitotic nuclear membrane reassembly [GO:0007084]",Ankyrin repeat and LEM domain-containing protein 2,Genes involved in cell division and proliferation and development and differentiation
rank_75_comp42_top100.csv,100,24,"proteolysis [GO:0006508], cell division [GO:0051301], innate immune response [GO:0045087]","Lactotransferrin, Anillin, Hemicentin-1",Genes involved in signal transduction and development and differentiation
rank_75_comp43_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], ossification [GO:0001503]","Lactotransferrin, Heat shock protein HSP 90-beta, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp44_top100.csv,100,24,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], cellular response to histamine [GO:0071420]","Gamma-aminobutyric acid receptor subunit beta-2, Ovochymase-1, Lactotransferrin",Genes involved in development and differentiation and signal transduction
rank_75_comp45_top100.csv,100,26,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]","Dynamin-1-like protein, Uromodulin [Cleaved into: Uromodulin, secreted form], Solute carrier family 12 member 2",Genes involved in development and differentiation and signal transduction
rank_75_comp46_top100.csv,100,22,"proteolysis [GO:0006508], cell division [GO:0051301], defense response to Gram-negative bacterium [GO:0050829]","Hemicentin-1, Carbonic anhydrase 2, Lactotransferrin",Genes involved in intracellular transport and metabolic processes
rank_75_comp47_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cellular response to heat [GO:0034605]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_75_comp48.csv,2,0,N/A,N/A,Unannotated genes
rank_75_comp48_top100.csv,100,27,"proteolysis [GO:0006508], regulation of transcription by RNA polymerase II [GO:0006357], positive regulation of DNA-templated transcription [GO:0045893]","Lactotransferrin, Gamma-aminobutyric acid receptor subunit beta-2, Early growth response protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp49_top100.csv,100,31,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], innate immune response [GO:0045087]","Lactotransferrin, Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2",Genes involved in signal transduction and development and differentiation
rank_75_comp4_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357]","Early growth response protein 1, Uromodulin [Cleaved into: Uromodulin, secreted form], N-lysine methyltransferase KMT5A",Genes involved in development and differentiation and signal transduction
rank_75_comp5.csv,183,49,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cell differentiation [GO:0030154]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Bone morphogenetic protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp50_top100.csv,100,28,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], defense response to Gram-negative bacterium [GO:0050829]","Gamma-aminobutyric acid receptor subunit beta-2, Lactotransferrin, Early growth response protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp51_top100.csv,100,30,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], antibacterial humoral response [GO:0019731]","Lactotransferrin, Ovochymase-1, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in signal transduction and development and differentiation
rank_75_comp52_top100.csv,100,28,"positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508], cell differentiation [GO:0030154]","Ovochymase-1, Bone morphogenetic protein 1, Lactotransferrin",Genes involved in development and differentiation and gene expression regulation
rank_75_comp53_top100.csv,100,30,"positive regulation of transcription by RNA polymerase II [GO:0045944], cell differentiation [GO:0030154], proteolysis [GO:0006508]","Ribosomal protein S6 kinase alpha-3, Transcription factor ETV6, Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp54_top100.csv,100,30,"positive regulation of transcription by RNA polymerase II [GO:0045944], regulation of transcription by RNA polymerase II [GO:0006357], positive regulation of gene expression [GO:0010628]","Early growth response protein 1, Heat shock factor protein 1, Lactotransferrin",Genes involved in signal transduction and development and differentiation
rank_75_comp55_top100.csv,100,32,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], cell division [GO:0051301]","Lactotransferrin, Ovochymase-1, Hemicentin-1",Genes involved in development and differentiation and gene expression regulation
rank_75_comp56.csv,13,4,"cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169], central nervous system development [GO:0007417], cilium assembly [GO:0060271]","Jouberin, SERPINE1 mRNA-binding protein 1, Serine/threonine-protein kinase PRP4 homolog",Genes involved in development and differentiation and cilium assembly and function
rank_75_comp56_top100.csv,101,24,"proteolysis [GO:0006508], negative regulation of transcription by RNA polymerase II [GO:0000122], negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]","Ovochymase-1, Heat shock protein HSP 90-beta, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in development and differentiation and intracellular transport
rank_75_comp57_top100.csv,100,22,"protein stabilization [GO:0050821], positive regulation of transcription by RNA polymerase II [GO:0045944], proteolysis [GO:0006508]","Gamma-aminobutyric acid receptor subunit beta-2, Lactotransferrin, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_75_comp58_top100.csv,100,28,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of transcription by RNA polymerase II [GO:0000122]","Glutamate carboxypeptidase 2, Lactotransferrin, Early growth response protein 1",Genes involved in development and differentiation and metabolic processes
rank_75_comp59_top100.csv,100,27,"positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066], proteolysis [GO:0006508]","Gamma-aminobutyric acid receptor subunit beta-2, Ovochymase-1, Ribosomal protein S6 kinase alpha-3",Genes involved in development and differentiation and signal transduction
rank_75_comp5_top100.csv,100,24,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], defense response to Gram-negative bacterium [GO:0050829]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Uromodulin [Cleaved into: Uromodulin, secreted form]",Genes involved in signal transduction and development and differentiation
rank_75_comp60_top100.csv,100,30,"proteolysis [GO:0006508], ossification [GO:0001503], extracellular matrix organization [GO:0030198]","Lactotransferrin, Ovochymase-1, Glutamate carboxypeptidase 2",Genes involved in development and differentiation and signal transduction
rank_75_comp61.csv,2,1,"actin filament bundle assembly [GO:0051017], actin filament network formation [GO:0051639]",Plastin-3,Genes involved in actin filament bundle assembly
rank_75_comp61_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_75_comp62_top100.csv,100,22,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], response to lipopolysaccharide [GO:0032496]","Ovochymase-1, Uromodulin [Cleaved into: Uromodulin, secreted form], Heat shock factor protein 1",Genes involved in development and differentiation and signal transduction
rank_75_comp63.csv,2,1,"cytoplasmic translation [GO:0002181], maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463], translation [GO:0006412]",Large ribosomal subunit protein uL30,Genes involved in cytoplasmic translation
rank_75_comp63_top100.csv,100,24,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], negative regulation of transcription by RNA polymerase II [GO:0000122]","Lactotransferrin, Ovochymase-1, N-lysine methyltransferase KMT5A",Genes involved in development and differentiation and signal transduction
rank_75_comp64_top100.csv,100,28,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], innate immune response [GO:0045087]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Lactotransferrin",Genes involved in signal transduction and metabolic processes
rank_75_comp65_top100.csv,100,27,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], positive regulation of transcription by RNA polymerase II [GO:0045944]","Bone morphogenetic protein 1, Four and a half LIM domains protein 2, Formin-1",Genes involved in development and differentiation and signal transduction
rank_75_comp66.csv,2,0,N/A,N/A,Unannotated genes
rank_75_comp66_top100.csv,100,25,"proteolysis [GO:0006508], defense response to Gram-negative bacterium [GO:0050829], extracellular matrix organization [GO:0030198]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Lactotransferrin",Genes involved in development and differentiation and signal transduction
rank_75_comp67_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Lactotransferrin, Ovochymase-1, Dynamin-1-like protein",Genes involved in development and differentiation and signal transduction
rank_75_comp68_top100.csv,100,27,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], mRNA processing [GO:0006397]","Heat shock protein HSP 90-beta, Early growth response protein 1, Polyadenylate-binding protein 1A",Genes involved in signal transduction and development and differentiation
rank_75_comp69_top100.csv,100,29,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], positive regulation of gene expression [GO:0010628]","Lactotransferrin, Ovochymase-1, Heat shock protein HSP 90-beta",Genes involved in development and differentiation and signal transduction
rank_75_comp6_top100.csv,100,18,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], defense response to Gram-negative bacterium [GO:0050829]","Ovochymase-1, Uromodulin [Cleaved into: Uromodulin, secreted form], Heat shock protein HSP 90-beta",Genes involved in development and differentiation and gene expression regulation
rank_75_comp70_top100.csv,100,25,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], response to lipopolysaccharide [GO:0032496]","Fibroblast growth factor 10, Carbonic anhydrase 2, Protein mono-ADP-ribosyltransferase PARP14",Genes involved in development and differentiation and signal transduction
rank_75_comp71_top100.csv,100,26,"proteolysis [GO:0006508], positive regulation of transcription by RNA polymerase II [GO:0045944], negative regulation of apoptotic process [GO:0043066]","Lactotransferrin, Carbonic anhydrase 2, Dynamin-1-like protein",Genes involved in intracellular transport and development and differentiation
rank_75_comp72_top100.csv,100,30,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], defense response to Gram-negative bacterium [GO:0050829]","Ovochymase-1, Lactotransferrin, Polyadenylate-binding protein 1A",Genes involved in development and differentiation and metabolic processes
rank_75_comp73_top100.csv,101,33,"proteolysis [GO:0006508], negative regulation of apoptotic process [GO:0043066], defense response to Gram-negative bacterium [GO:0050829]","Ovochymase-1, MICAL-like protein 2, Lactotransferrin",Genes involved in development and differentiation and signal transduction
rank_75_comp74_top100.csv,100,30,"proteolysis [GO:0006508], extracellular matrix organization [GO:0030198], positive regulation of transcription by RNA polymerase II [GO:0045944]","Ovochymase-1, Gamma-aminobutyric acid receptor subunit beta-2, Matrix metalloproteinase-25",Genes involved in development and differentiation and signal transduction
