Coords	Name	MIRNA	1A10-fastp-adapters-polyG-31bp-merged_condensed	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A12-fastp-adapters-polyG-31bp-merged_condensed	1A1-fastp-adapters-polyG-31bp-merged_condensed	1A2-fastp-adapters-polyG-31bp-merged_condensed	1A8-fastp-adapters-polyG-31bp-merged_condensed	1A9-fastp-adapters-polyG-31bp-merged_condensed	1B10-fastp-adapters-polyG-31bp-merged_condensed	1B11-fastp-adapters-polyG-31bp-merged_condensed	1B12-fastp-adapters-polyG-31bp-merged_condensed	1B1-fastp-adapters-polyG-31bp-merged_condensed	1B2-fastp-adapters-polyG-31bp-merged_condensed	1B5-fastp-adapters-polyG-31bp-merged_condensed	1B9-fastp-adapters-polyG-31bp-merged_condensed	1C10-fastp-adapters-polyG-31bp-merged_condensed	1C4-fastp-adapters-polyG-31bp-merged_condensed	1D10-fastp-adapters-polyG-31bp-merged_condensed	1D3-fastp-adapters-polyG-31bp-merged_condensed	1D4-fastp-adapters-polyG-31bp-merged_condensed	1D6-fastp-adapters-polyG-31bp-merged_condensed	1D8-fastp-adapters-polyG-31bp-merged_condensed	1D9-fastp-adapters-polyG-31bp-merged_condensed	1E10-fastp-adapters-polyG-31bp-merged_condensed	1E11-fastp-adapters-polyG-31bp-merged_condensed	1E12-fastp-adapters-polyG-31bp-merged_condensed	1E1-fastp-adapters-polyG-31bp-merged_condensed	1E3-fastp-adapters-polyG-31bp-merged_condensed	1E5-fastp-adapters-polyG-31bp-merged_condensed	1E9-fastp-adapters-polyG-31bp-merged_condensed	1F11-fastp-adapters-polyG-31bp-merged_condensed	1F4-fastp-adapters-polyG-31bp-merged_condensed	1F8-fastp-adapters-polyG-31bp-merged_condensed	1G5-fastp-adapters-polyG-31bp-merged_condensed	1H12-fastp-adapters-polyG-31bp-merged_condensed	1H7-fastp-adapters-polyG-31bp-merged_condensed	1H8-fastp-adapters-polyG-31bp-merged_condensed	2B2-fastp-adapters-polyG-31bp-merged_condensed	2B3-fastp-adapters-polyG-31bp-merged_condensed	2C1-fastp-adapters-polyG-31bp-merged_condensed	2C2-fastp-adapters-polyG-31bp-merged_condensed	2D2-fastp-adapters-polyG-31bp-merged_condensed	2E2-fastp-adapters-polyG-31bp-merged_condensed	2F1-fastp-adapters-polyG-31bp-merged_condensed	2G1-fastp-adapters-polyG-31bp-merged_condensed
ntLink_8:2511225-2511668	Cluster_104	N	33	0	0	61	0	0	34	0	0	1	45	71	892	44	22	25	74	298	0	170	44	0	0	0	0	163	58	7	43	116	0	13	0	31	0	80	30	171	0	158	0	17	12	0
ntLink_8:2613025-2613454	Cluster_105	N	1	0	32	12	15	165	30	9	0	0	79	7	114	0	10	25	1	128	31	88	41	45	0	0	0	1	2	2	13	11	24	1	58	113	45	426	2	191	27	74	17	72	1	22
ntLink_8:2651365-2651931	Cluster_106	N	6	0	239	163	0	4	209	2	0	0	7	0	79	12	2	3	0	0	177	178	103	130	0	0	0	13	0	3	3	5	160	6	60	0	202	1	8	249	9	387	0	0	3	304
ntLink_8:2664864-2665314	Cluster_107	N	130	0	88	0	215	19	890	146	1	0	0	11	62	96	0	0	479	24	146	91	308	1	0	0	0	105	726	0	47	5	368	110	346	0	0	14	225	13	257	0	98	0	18	169
ntLink_8:2676682-2677110	Cluster_108	N	41	0	10	436	231	374	88	4	0	2	46	320	135	61	0	73	0	148	6	0	20	233	0	16	1	51	46	57	19	141	9	18	165	253	0	478	52	192	357	154	8	200	22	2
ntLink_8:2692790-2693212	Cluster_109	N	3	0	0	5	24	1	126	1	0	1	0	2	1	0	46	0	0	1	3	1	0	15	0	0	0	15	0	11	1	36	0	136	84	0	0	1	12	0	5	0	2	3	9	1
ntLink_8:2745659-2746065	Cluster_110	N	0	0	2	0	3	3	0	1	0	0	2	0	0	0	0	3	0	1	4	554	4	1	0	0	0	1	4	2	1	0	1	0	0	2	1	0	0	10	0	12	1	0	0	1
ntLink_8:2762638-2763071	Cluster_111	N	572	0	0	2	59	3	85	0	0	0	0	0	30	341	0	20	1622	0	0	41	6	21	0	0	0	1132	2709	4	0	1	2	334	119	1	23	3	1573	141	102	179	0	1	243	1
ntLink_8:2763235-2763654	Cluster_112	N	4	0	27	0	64	1	32	7	0	1	9	2	52	30	0	10	46	50	36	27	9	34	0	0	0	51	20	7	20	0	43	14	72	0	16	4	9	34	22	53	14	0	26	13
ntLink_8:2782199-2782626	Cluster_113	N	3	0	17	39	65	1	7	0	0	0	0	3	848	23	0	1	4	0	39	1	0	0	0	0	0	4	3	0	49	1	34	19	45	1	1	15	9	1	19	145	8	5	4	2
ntLink_8:2816037-2816450	Cluster_114	N	18	0	42	0	33	0	45	16	0	0	1	0	0	16	0	14	35	0	60	0	45	0	0	0	0	17	72	2	18	0	36	5	47	1	1	0	24	59	23	40	17	0	1	40
ntLink_8:2824458-2824887	Cluster_115	N	189	0	1	9	860	0	585	1	0	0	101	2	296	190	1	3	6	594	8	2	358	9	0	0	0	257	484	0	4	4	8	127	3226	0	59	0	2	5	5	9	201	2	78	209
ntLink_8:2845749-2846244	Cluster_116	N	132	0	53	121	64	107	47	46	0	0	38	69	33	155	41	27	363	220	172	31	55	32	0	0	0	161	459	12	52	37	87	88	59	67	20	105	139	118	52	98	71	66	73	74
ntLink_8:2857771-2858198	Cluster_117	N	0	0	1	140	3	0	0	0	0	0	0	266	0	0	81	1	1	0	0	1	0	0	0	0	0	1	0	0	0	199	1	0	5	0	0	0	0	2	0	0	0	0	1	1
ntLink_8:2883205-2883619	Cluster_118	N	1	0	0	41	6	0	3	0	0	0	0	29	14	2	8	90	3	0	0	12	0	8	0	0	0	0	4	16	0	23	0	1	5	0	14	0	0	370	18	50	1	0	2	0
ntLink_8:2947000-2947428	Cluster_119	N	0	0	0	0	0	0	7	0	0	0	0	1	1	0	16	19	0	0	14	0	3	0	0	0	0	0	3	0	0	0	2	40	2	1	1	1	0	43	2	511	0	1	0	0
ntLink_8:2950240-2950748	Cluster_120	N	1	0	14	292	374	10	422	32	0	0	0	140	1	0	15	21	0	10	34	53	0	1	0	0	0	2	0	11	87	291	101	0	733	8	0	0	13	125	611	118	16	2	1	33
ntLink_8:2964458-2964875	Cluster_121	N	20	0	3	41	76	1	13	14	0	0	29	32	13	27	12	4	2	91	11	11	0	26	0	0	0	20	9	17	17	3	3	22	7	21	4	2	37	3	22	6	12	3	5	3
ntLink_8:3000259-3000689	Cluster_122	N	0	0	0	2	1714	34	2304	0	1	0	3	5	3065	1	1	17	0	3	1	908	1	793	0	0	0	1	2	0	0	0	0	0	4353	10	504	229	0	12	1894	3	0	6	1	1
ntLink_8:3030879-3031401	Cluster_123	N	106	0	734	129	194	3	139	192	0	0	1	85	115	82	42	5	219	7	1151	127	651	99	0	0	0	76	447	0	316	84	991	52	139	0	53	0	137	4	83	2	372	0	44	630
ntLink_8:3052783-3053212	Cluster_124	N	58	0	0	0	35	0	49	0	0	0	9	2	0	28	6	0	60	26	1	1	0	15	0	0	0	1741	2823	0	0	25	0	39	3	0	1	0	0	18	1	182	0	0	8	2
ntLink_8:3053687-3054222	Cluster_125	N	1	0	16	8	42	8	172	6	0	0	0	2	1	2	46	0	1	0	1	493	0	15	0	0	0	82	140	11	1	47	0	134	92	1	0	1	12	224	57	323	6	3	18	17
ntLink_8:3069542-3070062	Cluster_126	N	10	0	3	646	2541	3	4577	0	2	4	412	468	2941	5	106	478	12	1479	3	4874	4	1565	0	0	0	0	19	149	1	785	2	0	5377	10	1226	0	16	6713	2468	4535	2	1	15	3
ntLink_8:3147743-3148170	Cluster_127	N	19	0	0	1	419	1	24	0	0	0	0	1	8	19	1	0	40	36	0	10	0	2	0	0	0	6	83	0	0	6	0	4	10	3	3	0	22	10	35	20	0	1	6	0
ntLink_8:3152655-3153094	Cluster_128	N	9	0	136	6	63	51	124	2	0	1	0	12	81	3	1	0	38	0	126	333	124	52	0	0	0	32	184	0	14	7	99	3	103	33	137	19	30	0	49	3	21	0	28	223
ntLink_8:3168524-3168951	Cluster_129	N	44	0	10	7	0	3	0	7	0	0	45	130	132	57	345	2	157	258	6	129	26	0	0	0	0	52	49	1	21	5	17	19	29	2	129	3	53	8	90	170	11	213	25	10
ntLink_8:3180279-3180708	Cluster_130	N	0	0	78	0	8	2	18	85	0	0	0	1	0	1	0	1	0	0	145	0	86	0	0	0	0	1	0	0	55	0	95	0	37	0	1	0	0	1	6	25	127	0	0	108
ntLink_8:3181194-3181621	Cluster_131	N	2	0	0	0	0	9	0	0	0	0	0	0	0	1	1	51	5	4	3	0	0	0	0	0	1	2	7	21	0	0	1	1	0	4	0	8	3	298	0	324	0	1	3	2
ntLink_8:3182829-3183256	Cluster_132	N	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	41	3	3	7	0	2	0	0	0	0	1	9	24	0	0	1	1	0	1	0	0	0	312	0	277	0	0	0	0
ntLink_8:3196851-3197345	Cluster_133	N	1453	0	126	163	2092	479	2153	75	1	0	1108	155	9186	1867	36	511	3013	5572	218	4077	214	3547	0	0	0	1754	4069	148	141	323	168	1035	3590	76	2040	236	2031	2892	1847	3260	50	25	756	85
ntLink_8:3219145-3219574	Cluster_134	N	46	0	34	299	35	20	38	26	0	0	16	234	136	48	76	252	119	87	58	85	46	94	0	0	0	59	160	22	37	110	70	37	62	12	92	40	50	584	41	539	31	10	27	64
ntLink_8:3226020-3226538	Cluster_135	N	75	0	24	5	12	16	30	17	0	0	68	153	1213	59	26	28	223	245	72	567	2	1041	0	0	0	86	389	15	13	8	22	45	16	10	440	72	32	147	11	160	35	7	38	87
ntLink_8:3256904-3257317	Cluster_136	N	12	0	61	0	24	1	42	21	0	0	0	0	0	20	0	10	37	0	59	0	47	0	0	0	0	18	60	2	21	0	40	16	43	0	0	0	22	55	24	34	37	0	2	53
ntLink_8:3265297-3265793	Cluster_137	N	342	0	250	306	38	48	651	115	0	0	286	182	507	338	75	55	492	1730	560	228	885	169	0	0	0	419	1192	15	213	141	440	217	47	22	121	0	180	404	32	342	390	25	246	546
ntLink_8:3279389-3279884	Cluster_138	N	0	0	141	165	1	338	0	85	1	0	0	155	0	53	41	0	2	0	219	23	240	0	0	0	0	2	1	20	140	1	209	32	0	370	1	240	0	2	0	1	49	164	1	102
ntLink_8:3285526-3285955	Cluster_139	N	1	0	1	82	742	6	1037	1	0	0	0	60	14	0	32	355	1	1	0	35	1	8	0	0	0	1	2	15	0	24	3	0	1140	3	24	3	0	1886	474	1923	0	2	0	2
ntLink_8:3290312-3290808	Cluster_140	N	121	0	1066	555	43	483	65	310	0	1	897	317	1440	169	173	501	253	4899	1025	1300	1663	1041	0	0	0	277	446	95	1140	218	1207	54	165	235	485	527	295	2555	95	2581	135	204	46	1423
ntLink_8:3309112-3309607	Cluster_141	N	0	0	139	159	0	346	1	84	2	0	1	150	0	50	37	0	1	1	219	23	236	0	0	0	0	0	1	19	137	3	216	31	0	370	0	242	0	2	0	0	50	169	2	100
ntLink_8:3327867-3328296	Cluster_142	N	45	0	31	295	30	27	39	29	0	0	16	239	140	48	77	3	120	88	54	88	44	85	0	0	0	61	159	21	35	114	66	36	59	8	0	37	48	596	37	543	35	10	28	0
ntLink_8:3342925-3343448	Cluster_143	N	1	0	443	1170	2	2	0	294	0	0	391	966	14	1	279	547	14	2833	845	19	853	11	0	0	0	0	146	152	341	1183	667	7	0	1	13	1	43	3834	0	3545	304	2	0	808
ntLink_8:3392661-3393157	Cluster_144	N	1136	0	695	614	50	555	118	423	0	0	349	386	1301	1316	140	123	2597	2077	551	518	914	660	0	0	0	1509	4091	32	618	213	1058	689	61	434	301	2608	1597	395	46	651	454	147	450	652
ntLink_8:3399597-3400077	Cluster_145	N	0	0	20	5	0	22	1	13	0	0	0	154	0	0	26	24	2	0	71	555	205	0	0	0	0	0	1	14	16	12	22	0	0	9	0	0	28	153	0	161	39	13	0	84
ntLink_8:3419466-3419938	Cluster_146	N	23	0	84	328	119	94	300	63	0	0	6	164	19	6	8	2	133	34	9	39	3	9	0	0	0	152	74	12	2	132	7	8	121	32	31	0	18	88	84	46	4	0	8	2
ntLink_8:3441296-3441801	Cluster_147	N	17	0	19	37	20	31	12	16	0	0	8	9	41	19	15	10	74	35	37	16	57	25	0	0	0	14	94	0	15	31	60	16	21	8	11	27	35	39	21	25	29	10	19	93
ntLink_8:3458940-3459358	Cluster_148	N	15	0	0	42	0	2	0	0	1	3	20	55	13	41	24	33	6	19	0	8	0	10	0	0	0	62	13	17	292	8	0	14	0	6	3	15	22	61	0	57	0	6	15	0
ntLink_8:3477485-3477911	Cluster_149	N	15	0	18	15	9	23	24	12	0	0	11	8	64	16	5	5	15	70	26	12	10	29	0	0	0	17	26	0	23	12	31	4	13	8	11	15	11	9	17	13	11	11	10	22
ntLink_8:3542986-3543541	Cluster_150	N	26	0	60	154	198	128	159	44	0	0	142	102	274	29	87	45	31	510	179	137	72	192	0	0	0	13	22	11	132	67	104	3	271	52	86	195	24	128	208	125	51	137	19	177
ntLink_8:3595943-3597251	Cluster_151	N	67	0	572	71	0	281	0	328	7	5	329	46	623	78	14	278	204	1167	703	617	587	442	3	1	0	112	440	53	452	29	713	42	1	134	323	229	128	1482	1	1532	272	59	37	878
ntLink_8:3598938-3599506	Cluster_152	N	20	0	120	13	1	59	0	74	0	0	139	14	263	24	4	35	30	619	221	233	113	145	0	0	0	26	95	23	102	8	186	17	0	39	118	104	30	224	0	364	119	13	2	183
ntLink_8:3599832-3601475	Cluster_153	N	459	0	1396	736	2	611	0	948	0	0	544	504	2875	555	185	635	2264	2968	2535	2025	1596	1420	0	1	2	657	3042	193	1396	588	1802	314	0	242	860	579	952	3296	2	4530	1113	174	347	2069
ntLink_8:3627173-3627601	Cluster_154	N	27	0	0	171	43	0	98	0	0	0	56	191	24	19	94	1	15	123	0	0	1	0	0	0	0	0	13	0	22	110	0	19	65	4	5	126	35	3	23	21	13	41	13	1
ntLink_8:3704101-3704529	Cluster_155	N	0	0	3	12	0	6	2	1	179	554	0	0	0	0	5	2	0	2	9	2	6	0	1577	63	437	0	0	4	1	9	7	0	0	3	1	4	0	7	0	42	1	4	0	4
ntLink_8:3725230-3725670	Cluster_156	N	32	0	0	65	0	1	41	0	0	0	44	72	0	42	21	24	68	293	0	0	44	0	0	0	0	0	54	5	37	0	0	11	0	33	1	72	32	153	0	161	0	20	12	0
ntLink_8:3810845-3811274	Cluster_157	N	0	0	0	5	0	4	1	0	0	0	13	2	0	0	1	93	1	86	2	1	0	0	0	0	0	1	2	25	0	2	0	0	0	2	1	3	0	463	0	288	0	1	1	0
ntLink_8:3839858-3840446	Cluster_158	N	199	0	242	550	256	157	325	157	0	0	226	385	3888	151	340	108	378	832	295	6448	329	2723	0	0	0	227	275	21	156	244	392	142	511	69	2940	277	271	486	241	670	237	81	55	385
ntLink_8:4046459-4047133	Cluster_159	N	1	0	39	217	1	0	1	0	1	0	0	274	1149	11	95	109	51	147	63	475	34	366	0	0	0	6	98	1	45	19	100	0	2	14	17	278	4	478	0	66	187	117	0	48
ntLink_8:4161988-4162414	Cluster_160	N	175	0	989	11	1079	1	4	1020	0	1	5	11	1	0	96	5	0	764	2554	0	2	4	0	0	0	58	2	1	232	48	192	48	135	56	0	4	0	26	291	0	385	4	1	6
ntLink_8:4214491-4214918	Cluster_161	N	0	0	86	1	5	4	1	48	0	0	1	0	16	0	0	0	32	2	36	57	160	0	0	0	0	1	57	0	0	0	41	2	28	0	25	3	37	35	1	36	5	0	1	44
ntLink_8:4249888-4250315	Cluster_162	N	0	0	68	15	112	2	30	0	0	0	1	2	2	3	2	0	1	1	21	2	108	2	0	0	0	2	387	0	1	3	2	306	40	28	19	2	4	5	43	1	35	6	66	2
ntLink_8:4282796-4283223	Cluster_163	N	20	0	2	2	1	0	1	1	0	0	0	0	2	3	0	4	29	0	5	2	8	1	0	0	0	20	302	1	5	1	10	15	16	1	2	1	33	21	6	21	1	1	5	1
ntLink_8:4386075-4386700	Cluster_164	N	1	0	34	28	1359	4	37	16	0	0	8	24	122	0	80	1	1	43	90	17	73	62	0	0	0	1	2	2	28	43	26	0	265	1	42	28	2	2	12	10	34	2	0	84
ntLink_8:4402178-4402616	Cluster_165	N	5	0	153	137	146	124	90	87	0	0	212	132	2	0	0	2	12	594	242	2	25	17	0	0	0	0	0	3	124	19	222	1	394	82	0	183	0	51	250	10	110	34	0	98
ntLink_8:4402878-4404362	Cluster_166	N	506	0	650	175	403	29	203	139	0	1	90	53	2317	355	17	2339	1353	152	1353	28694	725	6994	0	0	0	450	1672	85	44	66	759	1113	1296	27	7502	312	480	1546	653	17879	395	114	148	1860
ntLink_8:4411348-4411775	Cluster_167	N	1	0	3	0	23	2	86	1	0	0	0	2	3	0	0	0	2	85	4	0	1	2	0	0	0	6	0	0	1	2	0	1	233	2	53	0	1	0	6	1	2	1	0	2
ntLink_8:4448701-4449195	Cluster_168	N	96	0	26	244	24	4	46	22	6	1	1	284	107	119	106	38	231	1	71	66	37	29	18	2	0	145	407	3	36	188	69	63	90	4	66	1	118	190	45	101	30	5	38	16
ntLink_8:4464773-4465660	Cluster_169	N	0	0	0	1	1482	0	5114	0	0	0	1	0	343	0	1	0	9	3	0	964	0	169	0	0	0	1	1	0	0	0	0	1	4386	0	139	0	0	21	1726	14	0	0	0	0
ntLink_8:4498085-4499599	Cluster_170	N	1132	0	10	4	1	7	13	7	3	0	12	7	2679	834	0	780	2816	8	15	3394	2	1148	0	0	0	1549	6334	132	4	2	10	725	15	1	1381	4	1390	3488	15	4672	5	1	540	8
ntLink_8:4500465-4500894	Cluster_171	N	2	0	4	16	10	5	27	4	0	0	2	2	13	3	0	3	14	13	15	25	9	7	0	0	0	14	15	1	5	3	12	1	17	5	474	4	6	60	7	98	1	0	0	23
ntLink_8:4610926-4611355	Cluster_172	N	7	0	4	0	35	269	54	2	0	2	0	0	4	5	0	1	24	1	1	9	3	5	0	0	0	3	16	0	1	3	2	4	68	288	2	503	16	3	37	1	3	173	3	4
ntLink_8:4701498-4701920	Cluster_173	N	93	0	107	2	0	2	1	1	0	0	3	5	0	5	1	1	3	0	400	2	5	1	0	0	0	1	8	0	165	2	269	0	0	1	0	0	3	0	0	3	237	3	1	1
ntLink_8:4738185-4738612	Cluster_174	N	1	0	0	89	26	0	0	0	0	0	15	8	36	10	2	5	92	16	0	15	57	0	0	0	0	2	134	12	0	26	0	4	10	5	5	0	3	0	26	0	0	1	5	1
ntLink_8:4973866-4974292	Cluster_175	N	93	0	2	1	1	10	2	5	0	0	12	4	3	74	11	16	180	1	3	1	3	3	0	0	0	84	267	13	2	14	9	80	2	5	1	6	139	40	6	22	9	14	83	2
ntLink_8:5002416-5002841	Cluster_176	N	1	0	10	17	67	5	8	12	0	0	41	18	23	1	8	13	0	39	88	26	3	12	0	0	0	1	0	9	13	2	39	0	10	26	11	47	0	24	16	28	37	77	0	19
ntLink_8:5181481-5181978	Cluster_177	N	228	0	1	5	1	3	145	4	0	0	0	6	177	144	55	53	0	141	1	4	1	1	0	0	0	89	639	9	2	13	0	4	54	1	1	3	13	1171	89	142	11	2	15	18
ntLink_8:5202705-5203126	Cluster_178	N	0	0	1	24	14	50	4	19	0	0	3	0	93	23	4	9	3	5	28	153	22	64	0	0	0	23	2	3	10	2	43	1	7	7	66	16	5	20	4	30	79	19	2	31
ntLink_8:5302211-5302629	Cluster_179	N	0	0	0	3	5	19	8	12	0	0	18	3	0	2	8	24	0	0	0	0	0	6	0	0	0	99	0	1285	0	5	1	3	18	13	1	11	0	7	0	0	0	13	0	9
ntLink_8:5453543-5453970	Cluster_180	N	132	0	2	2	1	3	3	1	0	0	0	22	136	7	10	0	73	24	3	131	2	77	0	0	0	87	88	1	3	12	2	9	15	5	57	19	25	23	89	11	1	2	2	0
ntLink_8:5512067-5512484	Cluster_181	N	17	0	0	1	1	0	0	0	0	0	1	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	143	4	1	0	1	9	795	0
ntLink_8:5709804-5710231	Cluster_182	N	1	0	4	3	0	0	2	2	0	1	43	2	0	11	0	0	1	66	380	0	55	0	0	0	0	10	41	0	35	0	8	0	0	0	0	0	27	0	1	0	2	0	0	171
ntLink_8:5847872-5848291	Cluster_183	N	25	0	2	10	82	1	1	24	0	0	6	18	28	19	1	0	3	16	47	23	3	31	0	0	0	47	11	0	12	2	8	16	11	17	6	12	15	0	14	0	10	2	6	3
ntLink_8:5936688-5937131	Cluster_184	N	19	0	0	4	181	23	444	0	0	0	0	19	3	17	0	0	150	1	2	19	22	10	0	0	0	23	226	0	10	10	0	19	483	5	2	33	52	22	214	2	0	5	25	13
ntLink_8:5966997-5967421	Cluster_185	N	6	0	18	6	22	17	42	13	0	0	49	3	36	7	4	4	24	115	13	37	23	21	0	0	0	9	51	0	9	17	15	1	25	14	73	10	12	19	26	35	14	8	6	26
ntLink_8:5970022-5970577	Cluster_186	N	79	0	7	627	98	19	61	0	0	0	0	470	102	30	228	302	120	3	2	40	0	71	0	0	0	15	101	35	11	384	13	37	306	1	62	19	83	823	47	1287	1	34	27	13
ntLink_8:5993140-5993554	Cluster_187	N	14	0	11	21	47	0	3	38	0	0	11	13	12	21	7	0	8	60	91	33	0	47	0	0	0	14	5	0	28	1	4	1	116	46	16	39	11	29	30	11	1	22	3	0
ntLink_8:6016176-6016605	Cluster_188	N	81	0	5	3	1	2	3	1	0	0	0	0	5	50	2	0	182	4	2	13	25	3	0	0	0	56	368	0	1	6	2	53	0	0	3	0	101	1	1	1	9	0	34	20
ntLink_8:6017761-6018189	Cluster_189	N	0	0	75	79	2	1	1	4	0	0	42	74	1	0	17	1	2	139	94	1	9	0	0	0	0	1	0	0	46	63	92	0	0	1	2	0	1	2	3	1	24	0	0	98
ntLink_8:6044057-6044464	Cluster_190	N	15	0	1	3	1	0	0	0	0	0	0	0	190	18	0	5	37	5	0	149	1	89	0	0	0	10	91	1	0	0	0	7	2	0	47	0	19	9	0	15	0	0	4	0
ntLink_8:6045190-6045619	Cluster_191	N	18	0	0	2	0	0	0	0	0	0	1	0	187	17	0	0	99	4	0	400	0	49	0	0	0	35	208	0	0	1	0	12	0	0	90	0	45	0	0	0	0	0	12	0
ntLink_8:6046343-6046771	Cluster_192	N	46	0	14	2	56	0	104	21	0	0	0	3	16	18	4	7	106	0	9	28	20	12	0	0	0	37	204	0	8	1	24	32	95	0	13	0	54	39	58	19	9	0	21	42
ntLink_8:6078267-6078693	Cluster_193	N	6	0	0	0	0	0	2	24	0	0	0	0	1	1	0	3	2	61	581	11	3	1	0	0	0	2	1	0	4	0	21	215	1	0	0	1	4	2	0	70	3	1	1	0
ntLink_8:6088227-6088669	Cluster_194	N	23	0	96	0	13	173	58	41	0	0	40	1	106	19	0	11	39	227	171	137	143	26	0	0	0	31	86	0	24	0	199	16	60	96	32	239	9	17	31	11	80	70	10	109
ntLink_8:6089202-6089751	Cluster_195	N	34	0	41	0	16	48	45	30	0	0	27	1	63	19	0	2	57	156	99	31	55	30	0	0	0	45	69	0	19	0	111	20	64	19	11	70	19	7	16	5	44	13	18	38
ntLink_8:6235652-6236076	Cluster_196	N	2	0	1	1	73	2	13	3	0	0	1	0	0	4	0	2	13	0	3	0	6	0	0	0	0	1	4	1	3	0	4	0	367	0	30	0	1	1	24	18	2	0	3	8
ntLink_8:6309884-6310313	Cluster_197	N	4	0	359	51	48	52	24	9	0	0	29	15	170	0	7	19	1	188	19	19	19	446	0	0	0	31	16	8	17	9	20	1	176	95	183	9	5	15	38	17	8	42	5	10
ntLink_8:6311492-6311917	Cluster_198	N	1	0	56	6	39	48	26	58	0	0	33	14	104	6	5	15	5	27	41	107	29	94	0	0	0	2	13	4	88	10	64	2	48	20	61	35	6	76	62	49	46	16	1	62
ntLink_8:6314533-6315245	Cluster_199	N	5	1	51	42	31	30	46	14	58	115	38	26	134	11	12	12	12	48	47	426	50	47	306	6	40	5	13	4	44	43	72	14	36	28	32	48	20	57	36	17	31	6	4	36
ntLink_8:6318782-6319212	Cluster_200	N	0	0	59	1	115	0	97	6	0	0	9	1	3	4	7	4	12	12	53	2	30	1	0	0	0	0	23	8	9	44	1	4	238	4	10	0	4	2	43	1	25	1	4	37
ntLink_8:6379546-6379964	Cluster_201	N	2	2	3	8	4	0	1	9	0	0	72	4	5	5	17	1	1	2	3	0	2	4	0	0	0	2	0	4	7	1	3	6	1	11	1	2	17	0	142	1	146	49	16	0
ntLink_8:6425831-6426375	Cluster_202	N	212	0	7	72	1	41	73	0	0	0	190	2	5424	173	52	109	756	212	65	709	0	381	0	0	0	244	665	13	10	0	6	85	226	3	212	26	471	1088	3	5008	60	2	105	0
ntLink_8:6617545-6617962	Cluster_203	N	0	2	0	55	0	2	2	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	1	132	0	1	90	0	0	0	1	0	0	10	1	0	0	65	4	0	85
ntLink_8:6677172-6677599	Cluster_204	N	2	0	2	2	5	0	95	2	0	0	0	2	88	1	1	1	9	17	10	1	15	0	0	0	0	76	1	12	3	3	52	48	113	0	2	47	2	51	6	41	29	10	0	15
ntLink_8:6688758-6689186	Cluster_205	N	0	0	0	0	1	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	290	0	0	0	0	0	39	0	0
ntLink_8:6716614-6717051	Cluster_206	N	0	0	2	0	2	1	5	1	0	0	1	5	57	2	2	62	0	2	8	125	3	52	0	0	0	1	10	24	5	4	7	3	3	0	289	1	3	238	54	1362	5	0	1	4
ntLink_8:6717318-6717747	Cluster_207	N	0	0	0	1	1	0	2	0	0	0	2	0	283	2	1	123	4	3	1	60	1	25	0	0	0	3	2	23	2	0	0	0	2	0	39	0	1	1581	0	441	0	0	1	2
ntLink_8:6800048-6800465	Cluster_208	N	0	1	0	0	0	1	0	0	2	0	0	0	0	1	1	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ntLink_8:6826064-6826489	Cluster_209	N	6	0	3	17	502	2	84	7	0	0	10	9	7	16	2	15	6	15	30	6	2	6	0	0	0	39	7	3	7	47	11	5	217	5	178	10	12	8	151	12	8	8	2	7
ntLink_8:6840034-6840463	Cluster_210	N	32	0	38	135	63	3	0	3	0	0	2	16	72	35	19	0	55	67	60	1	23	2	0	0	0	37	185	1	3	38	5	5	2	2	24	0	133	43	61	1	26	0	19	36
ntLink_8:6865149-6865567	Cluster_211	N	4	0	3	10	12	7	1	3	0	5	22	8	0	1	1	8	0	280	3	4	1	0	8	0	2	2	0	5	2	5	0	0	5	4	9	7	0	80	4	80	1	2	0	5
ntLink_8:6938466-6938897	Cluster_212	N	0	0	125	4	3	91	4	82	0	0	64	1	15	0	0	45	4	844	554	13	130	22	0	0	0	1	2	13	134	1	209	1	8	146	9	259	1	260	2	876	52	22	0	348
ntLink_8:6939169-6939599	Cluster_213	N	0	0	75	0	3	84	5	55	0	0	455	0	15	2	0	17	5	1644	87	14	94	8	0	0	0	6	5	5	42	0	89	1	1	34	7	48	1	112	1	146	48	21	0	136
ntLink_8:6972066-6972495	Cluster_214	N	0	0	0	0	0	1	1	0	89	657	0	0	0	0	0	1	0	1	0	0	0	0	663	4	118	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ntLink_8:6998379-6998808	Cluster_215	N	0	0	0	58	21	0	28	1	0	0	0	90	0	1	15	2	3	5	3	1	2	3	0	0	0	4	9	0	0	117	7	1	148	7	0	0	0	93	72	27	1	3	1	1
ntLink_8:7000650-7001135	Cluster_216	N	0	0	0	0	8	11	55	0	0	0	0	0	994	0	0	0	3	1	3	655	0	273	0	0	0	0	1	0	1	0	1	0	148	4	362	1	0	0	1	0	0	1	0	0
