Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_3:1244550-1244971	Cluster_112	N	5	5	0	8	0	0	0	4	219	0	0	0	317	29	0	0	12	103	0	27	20	0	3	96	0	0	0	0	0	17	9	0	6	0	0	0	9
Porites_evermani_scaffold_3:1249596-1250024	Cluster_113	N	9	20	0	33	2	1	0	7	227	0	0	0	222	48	5	0	40	283	0	46	21	1	9	136	0	2	1	0	0	57	17	0	6	0	0	0	16
Porites_evermani_scaffold_3:1251998-1252507	Cluster_114	N	4	44	0	150	7	0	0	3	254	0	2	0	764	112	14	0	2	521	1	143	11	2	133	209	3	30	0	0	0	233	10	0	127	0	0	0	217
Porites_evermani_scaffold_3:1260400-1260936	Cluster_115	N	56	87	0	36	1	0	0	22	5503	0	0	0	90	2	18	1	0	727	0	165	96	0	15	3177	0	8	10	0	0	91	31	0	156	0	1	0	263
Porites_evermani_scaffold_3:1262077-1262507	Cluster_116	N	37	37	0	32	2	0	0	8	345	0	0	4	476	22	16	0	12	1752	0	206	241	2	27	5427	0	1	0	0	0	81	32	0	1	0	0	0	50
Porites_evermani_scaffold_3:1262559-1262982	Cluster_117	N	12	8	0	17	0	0	0	6	138	0	0	0	111	39	7	0	2	159	1	58	41	2	5	220	0	9	0	0	0	33	10	0	0	0	0	0	31
Porites_evermani_scaffold_3:1268879-1269312	Cluster_118	N	0	70	0	121	0	1	0	23	587	0	0	0	151	0	2	0	0	484	0	78	0	0	1	242	0	0	1	0	0	143	0	0	0	0	0	0	4
Porites_evermani_scaffold_3:1271901-1272324	Cluster_119	N	56	37	0	32	2	0	0	7	272	0	0	0	55	0	2	0	12	270	1	19	8	0	11	18	0	0	0	0	0	26	3	0	10	0	0	0	68
Porites_evermani_scaffold_3:1273286-1274565	Cluster_120	N	9	364	0	168	13	2	0	57	2358	1	0	17	618	90	506	0	48	978	5	824	37	27	242	544	13	5	6	6	0	351	80	0	26	0	0	0	75
Porites_evermani_scaffold_3:1274579-1275170	Cluster_121	N	1	10	0	158	4	0	0	7	162	0	1	1	489	85	53	0	25	442	0	40	16	6	148	369	5	3	4	0	1	237	24	0	9	0	0	0	44
Porites_evermani_scaffold_3:1276350-1277621	Cluster_122	N	46	362	0	622	10	2	0	145	3215	0	4	11	2620	61	125	0	174	4967	5	1655	24	24	148	1993	1	23	12	3	0	1289	288	0	54	0	0	0	90
Porites_evermani_scaffold_3:1283220-1283649	Cluster_123	N	15	10	0	16	0	0	0	7	196	0	0	0	113	11	1	0	16	258	0	35	16	1	1	110	0	2	0	1	0	31	1	0	12	0	0	0	25
Porites_evermani_scaffold_3:1283979-1284397	Cluster_124	N	17	10	0	29	0	0	0	6	74	0	0	1	123	9	2	0	16	215	1	66	15	1	1	149	0	0	0	0	0	52	4	0	16	0	0	0	17
Porites_evermani_scaffold_3:1294452-1294896	Cluster_125	N	21	22	0	13	0	0	0	3	224	0	0	0	140	0	20	0	0	95	2	51	0	0	31	200	0	0	0	0	0	31	2	0	0	0	0	0	108
Porites_evermani_scaffold_3:1296998-1297541	Cluster_126	N	26	2	0	84	0	0	0	39	432	0	0	0	613	4	9	0	1	1499	0	82	19	0	36	124	3	3	2	0	0	186	4	0	0	0	0	0	41
Porites_evermani_scaffold_3:1297887-1298310	Cluster_127	N	14	12	0	41	0	0	0	3	93	0	0	0	108	1	6	0	0	232	1	27	0	0	2	63	0	0	3	0	0	80	0	0	0	0	0	0	39
Porites_evermani_scaffold_3:1300458-1300859	Cluster_128	N	17	17	0	24	1	0	0	0	211	0	0	2	110	3	24	0	0	97	1	219	164	3	37	106	2	7	2	0	0	27	32	0	17	0	0	0	62
Porites_evermani_scaffold_3:1300911-1302313	Cluster_129	N	70	47	0	335	3	1	0	43	1248	0	0	9	4294	52	405	3	92	2076	4	770	453	23	356	1909	23	21	9	7	0	637	142	0	87	0	0	0	224
Porites_evermani_scaffold_3:1304071-1304831	Cluster_130	N	64	87	0	78	0	0	0	14	853	0	0	0	96	0	22	0	0	617	3	86	0	4	67	230	0	0	10	0	0	117	2	0	45	0	0	0	138
Porites_evermani_scaffold_3:1319316-1321656	Cluster_131	N	194	231	0	413	20	3	0	66	3599	0	2	8	4527	319	364	4	326	2757	6	1948	779	66	499	2106	17	26	6	6	0	769	306	0	45	0	0	0	413
Porites_evermani_scaffold_3:1321697-1322659	Cluster_132	N	181	115	0	217	35	2	0	49	976	0	2	6	1421	168	174	2	152	1219	3	881	379	26	183	493	10	29	5	2	0	431	199	0	58	0	0	0	296
Porites_evermani_scaffold_3:1322753-1323933	Cluster_133	N	181	122	1	268	45	1	0	35	973	0	0	16	1169	178	137	4	182	1083	9	601	520	31	78	332	13	46	1	3	0	407	221	0	105	0	0	0	325
Porites_evermani_scaffold_3:1323956-1324367	Cluster_134	N	28	24	0	79	6	0	0	5	113	0	0	1	306	69	32	0	34	196	0	108	82	3	15	80	0	2	0	1	0	140	39	0	7	0	0	0	76
Porites_evermani_scaffold_3:1324484-1325110	Cluster_135	N	51	50	0	108	9	0	0	25	409	0	2	4	668	64	27	0	101	483	5	214	164	10	23	169	1	3	0	3	0	165	80	0	26	0	0	0	84
Porites_evermani_scaffold_3:1327234-1327903	Cluster_136	N	131	264	0	1	0	0	0	3	1104	0	0	0	11	0	3	0	0	21	15	105	0	11	0	34	0	0	24	3	0	3	0	0	407	0	2	0	914
Porites_evermani_scaffold_3:1328068-1328468	Cluster_137	N	43	39	0	4	0	0	0	0	319	0	0	0	11	0	0	0	0	18	5	46	0	1	2	23	0	0	11	0	0	7	0	0	243	0	0	0	197
Porites_evermani_scaffold_3:1340908-1342121	Cluster_138	N	350	510	0	495	0	0	0	45	4454	0	0	0	252	5	18	1	10	1897	20	1069	107	26	67	553	3	0	34	4	0	653	8	0	575	0	1	0	1498
Porites_evermani_scaffold_3:1342279-1342705	Cluster_139	N	15	26	0	25	0	0	0	3	253	0	0	0	65	0	10	0	6	114	1	51	47	0	2	73	0	0	0	0	0	52	0	0	39	0	0	0	65
Porites_evermani_scaffold_3:1342909-1343571	Cluster_140	N	39	63	0	56	1	0	0	5	683	0	1	1	96	31	20	0	8	257	5	322	12	4	4	182	2	0	0	3	0	102	1	0	67	0	0	0	174
Porites_evermani_scaffold_3:1344389-1345112	Cluster_141	N	41	89	0	169	11	0	0	21	837	0	0	0	120	57	10	0	11	608	1	61	90	14	4	148	0	0	3	0	0	290	2	0	75	0	0	0	314
Porites_evermani_scaffold_3:1346319-1346753	Cluster_142	N	50	36	0	55	0	0	0	14	491	0	0	0	102	0	4	0	0	731	3	61	0	10	0	62	0	0	7	0	0	109	0	0	7	0	0	0	61
Porites_evermani_scaffold_3:1350142-1350548	Cluster_143	N	21	25	0	59	0	0	0	4	193	0	0	0	42	0	1	0	0	175	0	18	0	1	7	24	0	0	0	0	0	101	0	0	11	0	0	0	51
Porites_evermani_scaffold_3:1350580-1351011	Cluster_144	N	71	49	0	157	0	1	0	26	599	0	0	0	70	0	8	0	0	704	5	125	0	3	15	60	0	0	0	0	0	251	0	0	54	0	0	0	177
Porites_evermani_scaffold_3:1352153-1352573	Cluster_145	N	22	8	0	38	0	0	0	7	89	0	0	0	14	0	1	0	0	255	0	37	0	0	3	16	0	0	0	6	0	65	0	0	64	0	0	0	109
Porites_evermani_scaffold_3:1352618-1356868	Cluster_146	N	1523	1626	0	2712	106	5	0	585	22840	0	8	32	13204	1522	828	2	1246	18456	62	5012	1874	184	1046	7344	48	73	119	17	0	5170	565	0	1541	0	1	0	5167
Porites_evermani_scaffold_3:1357922-1358352	Cluster_147	N	2	21	0	22	2	0	0	2	97	0	0	0	31	3	0	0	3	511	0	0	2	0	0	6	0	0	0	1	0	53	0	0	4	0	0	0	21
Porites_evermani_scaffold_3:1360172-1360601	Cluster_148	N	14	8	0	17	0	0	0	2	63	0	0	1	84	24	2	0	21	74	0	92	27	0	10	58	0	0	0	0	0	29	6	0	13	0	0	0	26
Porites_evermani_scaffold_3:1360967-1361396	Cluster_149	N	66	46	0	77	5	2	0	11	530	0	0	0	445	75	3	0	61	651	1	149	42	6	31	302	0	0	9	0	0	110	26	0	11	0	0	0	66
Porites_evermani_scaffold_3:1362620-1363021	Cluster_150	N	3	14	0	10	6	0	0	1	30	0	0	0	91	28	3	0	5	44	1	47	87	0	0	48	0	0	0	5	0	23	1	0	5	0	0	0	25
Porites_evermani_scaffold_3:1363133-1363562	Cluster_151	N	23	42	0	94	13	1	0	6	114	1	3	2	234	222	25	0	19	210	2	214	99	4	17	100	9	5	6	6	0	266	79	0	84	0	0	0	281
Porites_evermani_scaffold_3:1363948-1364387	Cluster_152	N	89	23	0	54	1	0	0	14	346	0	2	0	783	94	10	2	85	481	2	122	68	9	14	209	0	4	0	0	0	85	32	0	142	0	1	0	207
Porites_evermani_scaffold_3:1365262-1365691	Cluster_153	N	2	243	0	13	1	0	0	1	1384	0	0	0	28	10	13	0	1	17	8	0	24	0	44	28	3	0	23	0	0	22	0	0	0	0	0	0	17
Porites_evermani_scaffold_3:1370860-1371321	Cluster_154	N	33	20	0	98	3	0	0	12	103	0	0	0	272	52	2	0	23	341	3	119	27	0	18	159	2	1	2	0	0	125	14	0	53	0	0	0	102
Porites_evermani_scaffold_3:1373612-1374042	Cluster_155	N	5	1	0	11	0	0	0	1	80	0	1	0	203	12	1	0	19	129	0	12	24	7	3	196	0	0	0	0	0	22	7	0	0	0	0	0	10
Porites_evermani_scaffold_3:1375679-1378021	Cluster_156	N	327	213	0	1191	31	1	0	178	1579	0	4	11	966	488	26	4	475	5024	5	111	1827	1	16	763	0	28	14	0	0	1960	113	0	517	0	1	0	1408
Porites_evermani_scaffold_3:1378170-1378588	Cluster_157	N	5	5	0	18	5	1	0	3	27	0	7	0	101	80	26	0	31	95	0	315	18	0	52	39	1	35	0	1	0	25	162	0	19	0	0	0	18
Porites_evermani_scaffold_3:1380394-1381535	Cluster_158	N	71	48	0	152	8	0	0	18	470	0	0	0	510	34	40	0	83	741	4	196	122	7	37	376	1	3	0	0	0	167	22	0	101	0	0	0	259
Porites_evermani_scaffold_3:1383235-1383663	Cluster_159	N	13	5	0	34	6	0	0	8	190	0	0	0	306	59	3	0	52	186	1	31	43	1	8	131	0	2	0	0	0	48	11	0	7	0	0	0	29
Porites_evermani_scaffold_3:1384871-1385302	Cluster_160	N	19	26	0	35	2	2	0	6	121	0	1	4	393	82	3	0	2	268	0	141	82	10	0	194	0	0	0	1	0	76	13	0	8	0	0	0	78
Porites_evermani_scaffold_3:1387121-1387548	Cluster_161	N	7	16	0	28	1	0	0	7	201	0	0	2	144	34	4	0	21	241	0	45	12	0	9	73	0	0	0	0	0	62	13	0	15	0	0	0	46
Porites_evermani_scaffold_3:1387840-1388615	Cluster_162	N	57	123	0	146	16	1	0	14	611	0	0	0	442	243	26	5	77	854	8	309	122	6	51	269	0	1	2	7	0	304	65	0	26	0	0	0	140
Porites_evermani_scaffold_3:1388819-1389248	Cluster_163	N	0	0	0	112	2	0	0	3	18	0	0	0	24	7	85	0	4	81	0	5	518	0	8	2	0	0	0	0	0	132	3	0	0	0	0	0	5
Porites_evermani_scaffold_3:1389631-1390041	Cluster_164	N	8	10	0	55	4	0	0	4	54	0	0	4	205	47	11	0	46	179	1	59	63	0	24	118	0	4	0	3	0	74	30	0	7	0	0	0	33
Porites_evermani_scaffold_3:1390437-1390991	Cluster_165	N	40	40	0	70	0	0	0	5	273	0	0	0	182	22	13	0	25	310	1	59	40	3	10	123	0	0	1	0	0	130	4	0	35	0	0	0	80
Porites_evermani_scaffold_3:1391273-1391700	Cluster_166	N	16	14	0	24	0	0	0	5	190	0	0	2	122	17	9	0	2	167	0	28	6	0	11	54	1	0	1	0	0	36	6	0	22	0	0	0	29
Porites_evermani_scaffold_3:1394690-1395119	Cluster_167	N	9	12	0	35	7	0	0	7	54	0	1	0	295	72	10	0	46	219	0	134	36	0	31	178	4	8	0	0	0	67	19	0	4	0	0	0	20
Porites_evermani_scaffold_3:1395794-1396345	Cluster_168	N	46	16	0	63	0	0	0	11	392	0	0	0	243	0	22	0	0	402	4	148	0	1	13	226	0	0	1	0	0	118	0	0	38	0	0	0	110
Porites_evermani_scaffold_3:1396685-1397699	Cluster_169	N	79	159	0	664	10	0	0	42	1461	0	0	2	734	1	47	1	0	1586	5	157	3	4	26	416	0	1	6	0	0	1612	5	0	24	0	0	0	347
Porites_evermani_scaffold_3:1401802-1402230	Cluster_170	N	3	1	0	81	0	0	0	3	83	0	0	1	50	0	20	0	0	245	1	82	19	2	6	49	1	0	0	0	0	150	0	0	7	0	0	0	80
Porites_evermani_scaffold_3:1402852-1403281	Cluster_171	N	7	11	0	23	6	1	0	7	25	0	0	0	198	34	15	1	20	189	0	71	37	9	20	86	1	0	0	0	0	83	46	0	6	0	0	0	16
Porites_evermani_scaffold_3:1405413-1405843	Cluster_172	N	14	4	0	6	9	0	0	0	31	0	2	0	130	32	41	1	60	179	1	239	95	4	66	146	48	1	0	0	0	76	6	0	7	0	0	0	32
Porites_evermani_scaffold_3:1406592-1407020	Cluster_173	N	12	28	0	17	0	0	0	17	337	0	1	0	418	11	4	0	17	329	5	63	34	3	10	306	0	1	0	0	0	33	21	0	9	0	0	0	59
Porites_evermani_scaffold_3:1407635-1409014	Cluster_174	N	960	673	0	1570	41	11	0	232	7075	0	6	4	25110	473	287	0	332	7449	44	5290	151	204	443	5604	14	29	77	25	0	3062	76	0	526	0	3	0	2788
Porites_evermani_scaffold_3:1409071-1410309	Cluster_175	N	131	52	0	184	20	4	0	21	663	1	0	6	2598	190	80	0	108	890	4	259	57	10	55	975	2	4	9	0	0	295	33	0	86	0	0	0	440
Porites_evermani_scaffold_3:1410327-1411546	Cluster_176	N	182	159	0	351	24	1	0	41	1262	0	3	7	3990	250	151	0	330	1476	7	675	188	18	180	1122	7	11	34	6	0	507	120	0	193	0	0	0	581
Porites_evermani_scaffold_3:1411784-1413346	Cluster_177	N	402	315	0	654	79	1	0	107	2894	1	6	15	7727	703	299	0	632	3143	12	1735	554	60	379	2462	3	22	8	13	0	1287	347	0	422	0	3	0	1338
Porites_evermani_scaffold_3:1413955-1414494	Cluster_178	N	38	18	0	35	2	0	0	10	243	0	2	0	461	27	11	0	34	370	1	105	6	0	19	200	9	0	0	0	0	104	14	0	0	0	0	0	32
Porites_evermani_scaffold_3:1416060-1416548	Cluster_179	N	50	35	0	52	0	0	0	15	687	0	0	0	570	2	13	0	2	544	2	120	1	12	11	301	4	0	10	5	0	80	0	0	34	0	0	0	63
Porites_evermani_scaffold_3:1417882-1420848	Cluster_180	N	723	2656	1	3983	7	5	0	648	27821	0	2	96	35762	60	399	7	171	18876	67	6419	1769	208	384	27195	31	241	71	50	0	8192	1569	0	525	0	0	0	2996
Porites_evermani_scaffold_3:1421112-1422055	Cluster_181	N	18	689	0	317	0	2	0	63	7210	1	0	16	4830	18	23	0	7	2578	30	1077	766	51	44	2996	4	23	30	9	0	605	211	0	3	0	0	0	74
Porites_evermani_scaffold_3:1423371-1423791	Cluster_182	N	7	23	0	16	1	0	0	3	204	0	0	0	305	20	56	0	6	82	1	55	0	2	38	56	2	0	2	0	0	41	2	0	0	0	0	0	11
Porites_evermani_scaffold_3:1425680-1426103	Cluster_183	N	0	2	0	2	1	0	0	3	18	0	0	0	11	0	0	0	0	50	0	7	290	0	0	3	0	0	0	0	0	15	9	0	10	0	0	0	1
Porites_evermani_scaffold_3:1451289-1451794	Cluster_184	N	10	13	0	29	1	0	0	11	302	0	1	1	221	1	11	0	0	581	0	122	41	4	66	286	1	5	1	1	0	65	19	0	6	0	0	0	15
Porites_evermani_scaffold_3:1522418-1523185	Cluster_185	N	0	7	0	16	2	0	0	9	13	0	1	0	45	13	9	1	18	328	0	27	223	1	68	108	2	15	2	0	0	49	188	0	3	0	0	0	4
Porites_evermani_scaffold_4:95843-96266	Cluster_186	N	5	40	0	24	9	0	0	1	62	0	1	29	21	17	42	3	1	70	1	288	93	20	17	71	0	9	0	11	0	27	66	0	81	0	0	0	56
Porites_evermani_scaffold_4:292771-293196	Cluster_187	N	4	8	0	24	0	0	0	26	169	0	0	13	39	138	5	0	13	168	0	43	4	2	161	30	1	7	1	0	0	18	6	0	1	0	0	0	13
Porites_evermani_scaffold_4:398830-399247	Cluster_188	N	0	0	0	9	0	0	0	0	5	0	0	0	0	0	7	0	0	8	0	1	0	0	0	1	28	0	0	5	0	0	0	0	299	0	0	0	17
Porites_evermani_scaffold_4:464305-464734	Cluster_189	N	1	6	0	16	1	0	0	5	13	0	0	2	38	11	4	1	1	5	0	29	212	0	48	23	1	16	0	0	0	32	178	0	2	0	0	0	2
Porites_evermani_scaffold_4:490604-492420	Cluster_190	N	199	1520	1	2893	88	20	0	225	8415	3	13	1135	15148	1012	1895	4	749	8442	51	1128	2595	64	1426	8975	170	847	44	8	0	3796	2777	0	264	0	1	0	1145
Porites_evermani_scaffold_4:518011-518765	Cluster_191	N	11	14	0	22	0	1	0	3	84	0	0	1	1778	5	4	0	0	167	0	63	68	5	5	1	0	0	0	0	0	40	7	0	19	0	0	0	33
Porites_evermani_scaffold_4:925815-926249	Cluster_192	N	62	66	0	192	13	1	0	31	319	0	0	4	497	10	9	1	16	132	1	111	110	13	28	183	10	19	6	4	0	72	106	0	110	0	0	0	130
Porites_evermani_scaffold_5:26864-27291	Cluster_193	N	14	1	0	35	0	1	0	3	0	0	0	4	2	29	0	1	12	40	1	3	199	3	16	59	1	17	2	0	0	2	51	0	24	0	0	0	14
Porites_evermani_scaffold_5:63778-64207	Cluster_194	N	0	131	0	82	0	0	0	1	20	0	1	0	21	51	126	0	1	24	0	115	64	13	1	28	3	13	2	0	0	59	78	0	67	0	0	0	126
Porites_evermani_scaffold_5:328988-329416	Cluster_195	N	9	3	0	0	4	0	0	0	163	0	0	0	38	0	0	0	13	26	0	9	5	0	4	123	0	0	1	0	0	3	1	0	3	0	0	0	6
Porites_evermani_scaffold_5:455963-457306	Cluster_196	N	19	22	0	85	8	1	0	11	211	0	1	1	2393	95	127	0	76	484	0	291	121	8	182	1393	9	3	3	1	0	133	20	0	18	0	0	0	58
Porites_evermani_scaffold_5:457504-458977	Cluster_197	N	28	12	0	61	13	2	0	18	118	0	1	0	4493	93	151	1	124	572	1	549	156	16	321	1875	7	12	1	4	0	136	14	0	19	0	0	0	58
Porites_evermani_scaffold_5:503131-503690	Cluster_198	N	505	5	0	132	68	1	0	13	40	0	9	2	4346	851	11	1	1494	1482	0	6	554	0	6	38	0	2	0	0	0	252	1	0	1197	0	1	0	1114
Porites_evermani_scaffold_5:503761-504187	Cluster_199	N	0	0	0	10	9	0	0	0	1	0	0	0	56	36	0	0	28	31	0	0	217	0	0	2	0	0	0	0	0	38	0	0	0	0	0	0	10
Porites_evermani_scaffold_5:572346-573133	Cluster_200	N	45	17	0	15	14	3	0	0	86	0	5	3	139	100	76	1	111	28	1	16	161	1	107	1086	2	9	0	0	0	13	95	0	66	0	0	0	175
Porites_evermani_scaffold_5:863209-863638	Cluster_201	N	0	0	0	12	0	0	0	0	114	0	0	0	203	0	0	0	2	731	0	151	22	0	0	47	0	0	0	12	0	106	14	0	0	0	0	0	9
Porites_evermani_scaffold_5:873204-873631	Cluster_202	N	66	15	0	0	1	0	0	0	163	0	0	0	8	56	1	0	3	1	1	1	1	0	10	2	0	0	0	0	0	2	4	0	5	0	0	0	100
Porites_evermani_scaffold_5:874613-875151	Cluster_203	N	141	106	0	43	1	0	0	4	702	0	0	99	252	110	54	0	43	291	4	32	29	5	66	105	11	11	8	0	1	75	74	0	206	0	0	0	334
Porites_evermani_scaffold_5:1012439-1012868	Cluster_204	N	0	81	0	6	4	0	0	2	506	0	2	1	737	16	2	0	760	176	2	12	347	0	2	368	1	1	1	0	0	5	14	0	1	0	0	0	1
Porites_evermani_scaffold_6:62477-62893	Cluster_205	N	2	26	0	55	0	0	0	1	0	0	2	0	0	18	28	0	2	2	0	42	72	3	1	8	0	2	0	8	0	79	32	0	38	0	0	0	92
Porites_evermani_scaffold_6:152399-153513	Cluster_206	N	0	32	0	158	3	0	0	3	267	0	0	7	536	118	680	1	35	216	0	136	78	11	222	959	8	28	2	2	0	54	1587	0	2	0	0	0	5
Porites_evermani_scaffold_6:161534-161961	Cluster_207	N	0	3	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	321	214	1	10	248	0	4	0	1	0	1	9	0	1	0	0	0	7
Porites_evermani_scaffold_6:176884-177416	Cluster_208	N	1	2	0	26	1	0	0	4	4	0	0	0	184	4	10	0	14	225	1	29	10	5	1	636	0	0	3	0	0	27	8	0	4	0	0	0	6
Porites_evermani_scaffold_6:177564-177989	Cluster_209	N	5	29	0	17	0	0	0	0	70	0	0	1	41	13	1	0	21	165	4	3	8	0	3	220	0	0	3	0	0	36	0	0	6	0	0	0	12
Porites_evermani_scaffold_6:193617-194044	Cluster_210	N	2	7	0	9	0	0	0	0	34	0	0	0	664	22	12	0	6	30	1	64	214	1	24	8	1	0	0	0	0	26	26	0	6	0	0	0	74
Porites_evermani_scaffold_6:282981-284198	Cluster_211	N	137	27	0	2036	277	30	0	281	480	0	66	5	11263	2212	74	14	2042	8948	2	1133	4734	46	114	9397	6	38	6	16	0	3584	109	0	248	0	0	0	430
Porites_evermani_scaffold_6:391737-392157	Cluster_212	N	0	80	0	25	56	0	0	21	0	0	1	16	15	111	38	0	1	119	0	345	26	25	271	25	18	72	10	5	0	2	116	0	256	0	1	0	10
Porites_evermani_scaffold_6:482534-482962	Cluster_213	N	1	46	0	0	11	0	0	1	198	0	0	0	141	86	107	0	29	3	2	247	962	15	35	0	11	0	5	0	0	2	0	0	0	0	0	0	5
Porites_evermani_scaffold_6:553430-553883	Cluster_214	N	8	117	0	2	1	1	0	1	1830	0	0	0	17318	48	2	0	1	35	8	478	32	12	0	370	0	1	3	2	0	2	3	0	12	0	0	0	161
Porites_evermani_scaffold_6:1001258-1001679	Cluster_215	N	1	4	0	5	0	1	0	1	1	2	1	0	14	2	14	0	1	11	0	200	5	4	13	0	0	0	0	0	0	3	21	0	158	0	0	0	35
Porites_evermani_scaffold_6:1136924-1137497	Cluster_216	N	52	145	0	0	2	3	0	0	1812	0	0	0	1507	3	363	0	0	3	1	1796	2	29	128	1216	1	1	5	27	0	0	2	0	229	0	0	0	1474
Porites_evermani_scaffold_6:1141108-1141536	Cluster_217	N	0	1	0	0	1	0	0	0	203	0	0	0	56	0	6	0	0	0	3	201	1	0	0	152	0	0	1	6	0	1	0	0	0	0	0	0	0
Porites_evermani_scaffold_6:1143258-1144244	Cluster_218	N	103	157	0	0	0	2	0	0	3343	1	0	0	1650	0	156	0	0	1	9	931	2	37	482	2688	16	2	18	10	0	4	0	0	409	0	0	0	423
Porites_evermani_scaffold_6:1249436-1249859	Cluster_219	N	0	7	0	54	11	0	0	1	17	0	0	5	9	11	32	0	4	26	0	143	43	12	91	35	4	0	0	24	0	14	17	0	29	0	0	0	66
Porites_evermani_scaffold_6:1315887-1316336	Cluster_220	N	60	3	0	0	8	0	0	0	10	0	1	0	0	94	54	1	137	0	0	393	304	14	169	1275	2	13	0	1	0	0	130	0	72	0	0	0	142
Porites_evermani_scaffold_6:1319251-1319675	Cluster_221	N	7	0	0	24	1	0	0	1	1	0	0	2	3	21	0	1	0	34	0	3	167	5	9	53	0	8	1	0	0	0	44	0	23	0	0	0	14
Porites_evermani_scaffold_6:1339948-1340481	Cluster_222	N	183	65	0	222	9	0	0	94	1437	0	2	9	505	75	168	1	486	2136	5	3	465	1	550	946	20	99	7	0	0	290	209	0	47	0	0	0	191
Porites_evermani_scaffold_6:1346757-1347186	Cluster_223	N	1	13	0	44	0	0	0	14	70	0	0	0	0	5	0	0	0	907	0	20	154	0	1	0	0	0	1	0	0	139	0	0	24	0	0	0	14
Porites_evermani_scaffold_6:1359837-1360266	Cluster_224	N	3	0	0	0	2	0	0	3	173	0	0	3	0	0	7	2	0	331	1	0	1728	2	1	465	3	1	0	1	0	0	4	0	36	0	0	0	3
Porites_evermani_scaffold_7:22239-22669	Cluster_225	N	13	15	0	0	1	0	0	0	631	0	1	1	164	121	20	0	29	13	0	94	28	4	17	95	2	1	2	1	0	0	10	0	17	0	0	0	42
Porites_evermani_scaffold_7:83888-84316	Cluster_226	N	0	146	0	11	0	0	0	1	418	0	0	0	56	0	79	0	0	59	7	4	22	0	95	85	4	0	3	2	0	11	22	0	0	0	0	0	0
Porites_evermani_scaffold_7:325801-326237	Cluster_227	N	7	18	0	0	3	0	0	2	504	0	0	2	8	0	28	0	2	34	0	408	0	11	1	96	1	32	1	1	0	2	84	0	51	0	0	0	11
Porites_evermani_scaffold_7:344812-345225	Cluster_228	N	0	0	0	17	0	0	0	4	2	0	0	0	2	0	6	0	0	292	0	0	41	0	11	55	0	0	0	0	0	30	2	0	0	0	0	0	0
Porites_evermani_scaffold_7:345336-345963	Cluster_229	N	5	0	0	1	4	1	0	5	1	0	0	1	829	72	1	1	30	15	0	99	6	1	2	7	0	8	0	0	0	26	14	0	4	0	0	0	73
Porites_evermani_scaffold_7:379388-380258	Cluster_230	N	45	297	0	327	15	2	0	11	1517	0	2	92	1609	375	5	8	167	508	22	1485	1727	55	45	172	6	55	20	13	0	352	538	0	225	0	3	0	655
Porites_evermani_scaffold_7:428605-429029	Cluster_231	N	1	2	0	3	0	0	0	2	46	0	0	0	903	2	4	0	1	15	0	53	23	3	17	7	0	0	0	0	0	7	4	0	0	0	0	0	0
Porites_evermani_scaffold_7:521030-521464	Cluster_232	N	4	0	0	0	13	1	0	21	0	0	0	4	272	0	0	1	871	351	0	0	0	0	10	226	2	5	2	8	0	57	164	0	0	0	0	0	0
